epoch,epoch_time_sec,train_loss,val_old_macro_f1,val_new_macro_f1,val_joint_macro_f1,lr
1,14.3044,1.6509449223919612,0.010081469169777391,0.36958128078817737,0.18983137497897737,0.0005
2,14.8638,0.20168067651187502,0.0,0.9565217391304348,0.4782608695652174,0.0005
3,15.0034,0.11423122437625396,0.0,0.9623175742095933,0.48115878710479665,0.0005
4,13.7468,0.09534728446430187,0.0,0.9623137745884764,0.4811568872942382,0.0005
5,15.4047,0.10040194903523093,0.0,0.9652147610405324,0.4826073805202662,0.0005
6,15.0578,0.07654958259223438,0.0,0.9681116554210185,0.48405582771050926,0.0005
7,16.6475,0.07555665234217375,0.0,0.9739095362535607,0.48695476812678035,0.0005
8,15.9202,0.07054417410002249,0.0,0.9593789948193501,0.47968949740967504,0.0005
9,15.7762,0.0847960488143854,0.0,0.9739095362535607,0.48695476812678035,0.0005
10,14.6716,0.06033926775179258,0.0,0.9739095362535607,0.48695476812678035,0.0005
11,14.8823,0.05824691654046679,0.0,0.9739095362535607,0.48695476812678035,0.00025
12,14.726,0.03791410354727016,0.0,0.9739095362535607,0.48695476812678035,0.00025
